d0000001.s001.h001 object%1:03:00::
d0036223.s001.h001 allude%2:32:00::
d0036224.s001.h001 drive%2:32:00::
d0036225.s001.h001 supply%2:32:00::
d0036226.s001.h001 toss_in%2:32:00::
d0036227.s001.h001 decree%2:32:00::
d0036228.s001.h001 speak_up%2:32:00::
d0036229.s001.h001 baptize%2:32:00::
d0036230.s001.h001 refer%2:32:04::
d0036231.s001.h001 style%2:32:00::
d0036232.s001.h001 name%2:32:03::
d0036233.s001.h001 name%2:32:03::
d0036234.s001.h001 rename%2:32:00::
d0036235.s001.h001 go_by%2:32:00::
d0036236.s001.h001 label%2:32:00::
d0036237.s001.h001 excommunicate%2:32:00::
d0036238.s001.h001 covenant%2:32:00::
d0036239.s001.h001 covenant%2:32:00::
d0036240.s001.h001 brand%2:32:00::
d0036241.s001.h001 send%2:32:00::
d0036242.s001.h001 mail%2:32:00::
d0036243.s001.h001 express%2:32:09::
d0036244.s001.h001 write%2:32:01::
d0036245.s001.h002 airmail%2:32:00::
d0036246.s001.h001 register%2:32:05::
d0036247.s001.h001 e-mail%2:32:00::
d0036248.s001.h001 network%2:32:00::
d0036249.s001.h001 express-mail%2:32:00::
d0036250.s001.h001 disk-jockey%2:32:00::
d0036251.s001.h001 deal%2:32:08::
d0036252.s001.h001 cover%2:32:01::
d0036253.s001.h001 treat%2:32:00::
d0036254.s001.h001 sugarcoat%2:32:00::
d0036255.s001.h001 talk_about%2:32:00::
d0036256.s001.h001 discuss%2:32:01::
d0036257.s001.h001 talk_shop%2:32:00::
d0036258.s001.h001 stonewall%2:32:00::
d0036259.s001.h001 stonewall%2:32:00::
d0036260.s001.h001 agree%2:32:04::
d0036261.s001.h001 compromise%2:32:01::
d0036262.s001.h001 whore%2:32:01::
d0036263.s001.h001 give_and_take%2:32:00::
d0036264.s001.h001 compromise%2:32:03::
d0036265.s001.h001 chatter%2:32:02::
d0036266.s001.h001 babble%2:32:00::
d0036267.s001.h001 chat_up%2:32:00::
d0036268.s001.h001 flirt%2:32:00::
d0036269.s001.h001 shoot_the_breeze%2:32:00::
d0036270.s001.h001 sign%2:32:01::
d0036271.s001.h001 signal%2:32:00::
d0036272.s001.h001 signify%2:32:01::
d0036273.s001.h001 mouth%2:32:01::
d0036274.s001.h001 shut_up%2:32:00::
d0036275.s001.h001 wave%2:32:00::
d0036276.s001.h001 wave%2:32:00::
d0036277.s001.h001 summon%2:32:05::
d0036278.s001.h001 dish_the_dirt%2:32:00::
d0036279.s001.h001 rumor%2:32:00::
d0036280.s001.h001 hoot%2:32:00::
d0036281.s001.h001 grunt%2:32:00::
d0036282.s001.h001 whistle%2:32:00::
d0036283.s001.h001 whistle%2:32:02::
d0036284.s001.h001 sing%2:32:00::
d0036285.s001.h001 sing%2:32:00::
d0036286.s001.h001 murmur%2:32:00::
d0036287.s001.h001 slur%2:32:01::
d0036288.s001.h001 snort%2:32:00::
d0036289.s001.h001 groan%2:32:00::
d0036291.s001.h001 grumble%2:32:02::
d0036292.s001.h001 grumble%2:32:02::
d0036293.s001.h001 howl%2:32:01::
d0036294.s001.h001 roar%2:32:01::
d0036295.s001.h001 thunder%2:32:01::
d0036297.s001.h001 purl%2:32:00::
d0036298.s001.h001 wail%2:32:00::
d0036299.s001.h001 howl%2:32:02::
d0036300.s001.h001 howl%2:32:03::
d0036301.s001.h001 bark%2:32:01::
d0036302.s001.h001 bark%2:32:00::
d0036303.s001.h001 yelp%2:32:00::
d0036304.s001.h001 bleat%2:32:00::
d0036305.s001.h001 bellow%2:32:01::
d0036306.s001.h001 carry%2:32:00::
d0036307.s001.h001 chant%2:32:00::
d0036308.s001.h001 intonate%2:32:01::
d0036309.s001.h001 yodel%2:32:00::
d0036310.s001.h001 scan%2:32:00::
d0036311.s001.h001 chirp%2:32:00::
d0036312.s001.h001 meow%2:32:00::
d0036313.s001.h001 quack%2:32:00::
d0036314.s001.h001 honk%2:32:00::
d0036315.s001.h001 click%2:32:01::
d0036316.s001.h001 trill%2:32:01::
d0036317.s001.h001 hum%2:32:00::
d0036318.s001.h001 roll%2:32:00::
d0036320.s001.h001 hum%2:32:01::
d0036321.s001.h001 cackle%2:32:01::
d0036323.s001.h001 jam%2:32:00::
d0036324.s001.h001 block%2:32:00::
d0036325.s001.h001 barrage_jam%2:32:00::
d0036328.s001.h001 moderate%2:32:06::
d0036329.s001.h001 crunch%2:32:00::
d0036330.s001.h001 comment%2:32:00::
d0036331.s001.h001 acknowledge%2:32:07::
d0036332.s001.h001 acknowledge%2:32:07::
d0036333.s001.h001 acknowledge%2:32:07::
d0036334.s001.h001 cut%2:32:05::
d0036335.s001.h001 throw%2:32:00::
d0036336.s001.h001 give%2:32:00::
d0036337.s001.h001 pay%2:32:00::
d0036338.s001.h001 give%2:32:01::
d0036339.s001.h001 give%2:32:01::
d0036340.s001.h001 pay%2:32:00::
d0036341.s001.h001 give%2:32:02::
d0036342.s001.h001 render%2:32:00::
d0036343.s001.h001 carry%2:32:02::
d0036344.s001.h001 carry%2:32:02::
d0036345.s001.h001 carry%2:32:07::
d0036346.s001.h001 express%2:32:03::
d0036347.s001.h001 haw%2:32:00::
d0036348.s001.h001 hem_and_haw%2:32:00::
d0036349.s001.h001 render%2:32:01::
d0036350.s001.h001 deliver%2:32:01::
d0036351.s001.h001 set%2:32:01::
d0036352.s001.h001 send%2:32:02::
d0036353.s001.h001 call%2:32:04::
d0036354.s001.h001 call%2:32:04::
d0036355.s001.h001 provide%2:32:00::
d0036356.s001.h001 provide%2:32:00::
d0036357.s001.h001 come_across%2:32:00::
d0036358.s001.h001 invite%2:32:01::
d0036359.s001.h001 share%2:32:00::
d0036360.s001.h001 hammer_out%2:32:00::
d0036361.s001.h001 write_out%2:32:00::
d0036362.s001.h001 cut%2:32:00::
d0036364.s001.h001 puff_up%2:32:00::
d0036365.s001.h001 explain%2:32:01::
d0036366.s001.h001 babble%2:32:02::
d0036367.s001.h001 keep%2:32:00::
d0036368.s001.h001 maintain%2:32:04::
d0036369.s001.h001 keep%2:32:00::
d0036370.s001.h001 get%2:32:03::
d0036371.s001.h001 get%2:32:03::
d0036372.s001.h001 think_twice%2:32:00::
d0036373.s001.h001 confront%2:32:03::
d0036374.s001.h001 face%2:32:03::
d0036375.s001.h001 face%2:32:03::
d0036376.s001.h001 chant%2:32:01::
d0036377.s001.h001 gulp%2:32:00::
d0036378.s001.h001 menace%2:32:00::
d0036379.s001.h001 beam%2:32:01::
d0036380.s001.h001 smile%2:32:00::
d0036381.s001.h001 hurl%2:32:00::
d0036382.s001.h001 throw%2:32:03::
d0036383.s001.h001 sing%2:32:08::
d0036384.s001.h001 call%2:32:13::
d0036387.s001.h001 ask%2:32:09::
d0036388.s001.h001 ask%2:32:09::
d0036389.s001.h001 call%2:32:06::
d0036390.s001.h001 connect%2:32:00::
d0036391.s001.h001 connect%2:32:12::
d0036392.s001.h001 give%2:32:11::
d0036393.s001.h001 request%2:32:13::
d0036394.s001.h001 seek%2:32:00::
d0036395.s001.h001 communicate%2:32:02::
d0036396.s001.h001 communicate%2:32:02::
d0036397.s001.h001 etymologize%2:32:00::
d0036398.s001.h001 etymologize%2:32:00::
d0036399.s001.h001 begin%2:32:04::
d0036401.s001.h001 reprobate%2:32:01::
d0036402.s001.h001 message%2:32:00::
d0036403.s001.h001 message%2:32:01::
d0036404.s001.h001 message%2:32:02::
d0036405.s001.h001 conclude%2:32:06::
d0036406.s001.h001 conclude%2:32:06::
d0036407.s001.h001 pluralize%2:32:00::
d0036409.s001.h001 put_in%2:33:00::
d0036410.s001.h001 try_for%2:33:00::
d0036411.s001.h001 play%2:33:00::
d0036412.s001.h001 play%2:33:00::
d0036413.s001.h001 play%2:33:00::
d0036414.s001.h001 develop%2:33:02::
d0036415.s001.h001 develop%2:33:03::
d0036416.s001.h001 fumble%2:33:00::
d0036417.s001.h001 replay%2:33:00::
d0036418.s001.h001 replay%2:33:00::
d0036419.s001.h001 go%2:33:00::
d0036420.s001.h001 serve%2:33:01::
d0036421.s001.h001 open%2:33:00::
d0036421.s001.h002 open%2:33:00::
d0036422.s001.h001 draw%2:33:01::
d0036423.s001.h001 cast%2:33:00::
d0036424.s001.h001 confront%2:33:00::
d0036425.s001.h001 face%2:33:00::
d0036426.s001.h001 confront%2:33:00::
d0036427.s001.h001 breast%2:33:00::
d0036428.s001.h001 play%2:33:02::
d0036429.s001.h001 play%2:33:02::
d0036430.s001.h001 play%2:33:12::
d0036431.s001.h001 play%2:33:13::
d0036432.s001.h001 play%2:33:09::
d0036433.s001.h001 hook%2:33:00::
d0036434.s001.h001 replay%2:33:01::
d0036435.s001.h001 match%2:33:00::
d0036436.s001.h001 pit%2:33:00::
d0036439.s001.h001 bear_down%2:33:00::
d0036441.s001.h001 catch%2:33:00::
d0036442.s001.h001 enter%2:33:00::
d0036443.s001.h001 enter%2:33:00::
d0036444.s001.h001 enter%2:33:00::
d0036445.s001.h001 enter%2:33:00::
d0036446.s001.h001 jump%2:33:03::
d0036447.s001.h001 give_up%2:33:00::
d0036448.s001.h001 demolish%2:33:00::
d0036449.s001.h001 smash%2:33:00::
d0036450.s001.h001 swallow%2:33:00::
d0036452.s001.h001 shoot%2:33:06::
d0036453.s001.h001 shoot%2:33:06::
d0036455.s001.h001 convert%2:33:02::
d0036456.s001.h001 hinder%2:33:00::
d0036457.s001.h001 bias%2:33:00::
d0036458.s001.h001 run%2:33:01::
d0036459.s001.h001 race%2:33:00::
d0036460.s001.h001 show%2:33:00::
d0036461.s001.h001 place%2:33:02::
d0036462.s001.h002 gird%2:33:00::
d0036463.s001.h001 build_up%2:33:00::
d0036464.s001.h001 rearm%2:33:00::
d0036465.s001.h001 man%2:33:00::
d0036466.s001.h001 man%2:33:00::
d0036467.s001.h001 staff%2:33:00::
d0036468.s001.h001 team_up%2:33:00::
d0036469.s001.h001 embed%2:33:00::
d0036470.s001.h001 fight%2:33:00::
d0036471.s001.h001 fight%2:33:00::
d0036472.s001.h001 contend%2:33:01::
d0036474.s001.h001 tug%2:33:00::
d0036475.s001.h001 oppose%2:33:01::
d0036476.s001.h001 fight%2:33:01::
d0036477.s001.h001 recalcitrate%2:33:00::
d0036478.s001.h001 settle%2:33:10::
d0036479.s001.h001 combat%2:33:00::
d0036480.s001.h001 combat%2:33:00::
d0036481.s001.h001 battle%2:33:00::
d0036482.s001.h001 wrestle%2:33:01::
d0036483.s001.h001 make_peace%2:33:00::
d0036484.s001.h001 run%2:33:06::
d0036485.s001.h001 stump%2:33:00::
d0036486.s001.h001 rerun%2:33:00::
d0036487.s001.h001 barnstorm%2:33:00::
d0036488.s001.h001 serve%2:33:00::
d0036489.s001.h001 serve%2:33:00::
d0036490.s001.h001 sit%2:33:00::
d0036491.s001.h001 sit%2:33:00::
d0036492.s001.h001 staff%2:33:01::
d0036493.s001.h001 act%2:33:00::
d0036494.s001.h001 act%2:33:00::
d0036495.s001.h001 criticize%2:33:00::
d0036496.s001.h001 rotate%2:33:00::
d0036497.s001.h001 officiate%2:33:00::
d0036498.s001.h001 raise%2:33:00::
d0036499.s001.h001 recruit%2:33:00::
d0036500.s001.h001 conscript%2:33:00::
d0036501.s001.h001 militarize%2:33:00::
d0036502.s001.h001 remilitarize%2:33:00::
d0036503.s001.h001 lose%2:33:00::
d0036504.s001.h001 go_down%2:33:00::
d0036504.s001.h002 go_down%2:33:00::
d0036505.s001.h001 drop%2:33:00::
d0036506.s001.h001 win%2:33:00::
d0036507.s001.h001 win%2:33:00::
d0036508.s001.h001 win%2:33:00::
d0036509.s001.h001 romp%2:33:00::
d0036510.s001.h001 carry%2:33:12::
d0036511.s001.h001 take%2:33:08::
d0036512.s001.h001 take%2:33:08::
d0036513.s001.h001 sweep%2:33:00::
d0036514.s001.h001 carry%2:33:01::
d0036515.s001.h001 carry%2:33:02::
d0036516.s001.h001 prevail%2:33:00::
d0036517.s001.h001 beat%2:33:00::
d0036518.s001.h001 beat%2:33:00::
d0036520.s001.h001 walk_over%2:33:00::
d0036521.s001.h001 eliminate%2:33:00::
d0036522.s001.h001 mop_up%2:33:00::
d0036523.s001.h001 wallop%2:33:00::
d0036524.s001.h001 overrun%2:33:04::
d0036525.s001.h001 break_down%2:33:00::
d0036526.s001.h001 get_the_best%2:33:02::
d0036527.s001.h001 get_the_jump%2:33:00::
d0036528.s001.h001 beat%2:33:14::
d0036529.s001.h001 outfox%2:33:01::
d0036530.s001.h001 outsail%2:33:00::
d0036531.s001.h001 surpass%2:33:00::
d0036532.s001.h001 outdo%2:33:00::
d0036533.s001.h001 exceed%2:33:00::
d0036534.s001.h001 outperform%2:33:00::
d0036535.s001.h001 outsell%2:33:00::
d0036536.s001.h001 outsell%2:33:01::
d0036537.s001.h001 outpace%2:33:00::
d0036538.s001.h001 better%2:33:00::
d0036539.s001.h001 break%2:33:00::
d0036540.s001.h001 upstage%2:33:00::
d0036541.s001.h001 outshine%2:33:00::
d0036542.s001.h001 take_the_cake%2:33:00::
d0036543.s001.h001 overcome%2:33:03::
d0036544.s001.h001 defeat%2:33:00::
d0036545.s001.h001 overcome%2:33:03::
d0036546.s001.h001 overcome%2:33:03::
d0036547.s001.h001 get_the_better_of%2:33:00::
d0036548.s001.h001 overcome%2:33:01::
d0036549.s001.h001 rout_out%2:33:00::
d0036550.s001.h001 upset%2:33:00::
d0036551.s001.h001 best%2:33:00::
d0036552.s001.h001 outfight%2:33:00::
d0036553.s001.h001 outfight%2:33:00::
d0036554.s001.h001 outmaneuver%2:33:00::
d0036555.s001.h001 outmaneuver%2:33:00::
d0036556.s001.h001 steamroller%2:33:00::
d0036557.s001.h001 outmarch%2:33:00::
d0036558.s001.h001 gain_ground%2:33:00::
d0036559.s001.h001 pull_ahead%2:33:00::
d0036560.s001.h001 get_back%2:33:01::
d0036561.s001.h001 get_back%2:33:01::
d0036562.s001.h001 score%2:33:00::
d0036563.s001.h001 hit%2:33:02::
d0036564.s001.h001 hit%2:33:02::
d0036565.s001.h001 score%2:33:01::
d0036566.s001.h001 score%2:33:01::
d0036567.s001.h001 test%2:33:00::
d0036568.s001.h001 kick%2:33:05::
d0036569.s001.h001 ace%2:33:00::
d0036570.s001.h001 drive_in%2:33:00::
d0036571.s001.h001 keep_up%2:33:00::
d0036572.s001.h001 keep_step%2:33:00::
d0036573.s001.h001 conquer%2:33:00::
d0036574.s001.h001 conquer%2:33:00::
d0036575.s001.h001 checkmate%2:33:00::
d0036576.s001.h001 check%2:33:00::
d0036577.s001.h001 sic%2:33:00::
d0036578.s001.h001 sic%2:33:00::
d0036579.s001.h001 draw%2:33:00::
d0036579.s001.h002 tie%2:33:00::
d0036580.s001.h001 surrender%2:33:00::
d0036581.s001.h001 resist%2:33:01::
d0036582.s001.h001 stand%2:33:00::
d0036583.s001.h001 fend%2:33:00::
d0036584.s001.h001 abnegate%2:33:00::
d0036585.s001.h001 outbrave%2:33:01::
d0036587.s001.h001 concede%2:33:00::
d0036588.s001.h001 subject%2:33:00::
d0036589.s001.h001 attack%2:33:01::
d0036590.s001.h001 attack%2:33:01::
d0036591.s001.h001 attack%2:33:00::
d0036592.s001.h001 assail%2:33:01::
d0036593.s001.h001 submarine%2:33:00::
d0036594.s001.h001 assault%2:33:00::
d0036595.s001.h001 assail%2:33:00::
d0036596.s001.h001 harass%2:33:00::
d0036597.s001.h001 reassail%2:33:00::
d0036598.s001.h001 jump%2:33:00::
d0036599.s001.h001 pelt%2:33:00::
d0036600.s001.h001 charge%2:33:00::
d0036601.s001.h001 duel%2:33:00::
d0036602.s001.h001 rival%2:33:00::
d0036603.s001.h001 emulate%2:33:00::
d0036604.s001.h001 feud%2:33:00::
d0036605.s001.h001 carry%2:33:03::
d0036606.s001.h001 carry%2:33:04::
d0036607.s001.h001 strike%2:33:00::
d0036608.s001.h001 strike%2:33:00::
d0036609.s001.h001 strike%2:33:00::
d0036610.s001.h001 gas%2:33:00::
d0036611.s001.h001 teargas%2:33:00::
d0036612.s001.h001 mine%2:33:00::
d0036613.s001.h001 countermine%2:33:00::
d0036614.s001.h001 blitz%2:33:00::
d0036615.s001.h001 invade%2:33:00::
d0036616.s001.h001 barricade%2:33:01::
d0036617.s001.h001 besiege%2:33:00::
d0036618.s001.h001 protect%2:33:00::
d0036619.s001.h001 overprotect%2:33:00::
d0036620.s001.h001 look_out%2:33:10::
d0036621.s001.h001 guard%2:33:00::
d0036622.s001.h001 ward_off%2:33:00::
d0036623.s001.h001 hold%2:33:05::
d0036624.s001.h001 hold%2:33:05::
d0036625.s001.h001 repel%2:33:00::
d0036626.s001.h001 fight_off%2:33:00::
d0036627.s001.h001 rebuff%2:33:00::
d0036628.s001.h001 arrest%2:33:00::
d0036629.s001.h001 check%2:33:06::
d0036630.s001.h001 contain%2:33:00::
d0036631.s001.h001 turn_back%2:33:00::
d0036632.s001.h001 bomb%2:33:00::
d0036633.s001.h002 carpet_bomb%2:33:00::
d0036634.s001.h001 zap%2:33:00::
d0036635.s001.h001 letter_bomb%2:33:00::
d0036637.s001.h001 fire%2:33:00::
d0036638.s001.h001 fire%2:33:00::
d0036639.s001.h001 pop%2:33:00::
d0036640.s001.h001 fire%2:33:02::
d0036641.s001.h001 let_drive%2:33:00::
d0036642.s001.h001 misfire%2:33:00::
d0036643.s001.h001 blast%2:33:01::
d0036644.s001.h001 blaze_away%2:33:00::
d0036645.s001.h001 trigger%2:33:00::
d0036646.s001.h001 shell%2:33:00::
d0036647.s001.h001 strafe%2:33:00::
d0036648.s001.h001 kneecap%2:33:00::
d0036649.s001.h001 play%2:33:01::
d0036650.s001.h001 play%2:33:01::
d0036651.s001.h001 back%2:33:00::
d0036652.s001.h001 bet_on%2:33:00::
d0036653.s001.h001 harpoon%2:33:00::
d0036654.s001.h001 fish%2:33:00::
d0036655.s001.h001 rail%2:33:00::
d0036656.s001.h001 drive%2:33:00::
d0036657.s001.h001 drive%2:33:01::
d0036658.s001.h001 poach%2:33:00::
d0036659.s001.h001 hunt%2:33:00::
d0036660.s001.h001 run%2:33:02::
d0036661.s001.h001 hunt%2:33:00::
d0036662.s001.h001 hunt%2:33:02::
d0036663.s001.h001 course%2:33:00::
d0036664.s001.h001 tree%2:33:00::
d0036665.s001.h001 tree%2:33:00::
d0036666.s001.h001 hawk%2:33:00::
d0036667.s001.h001 falcon%2:33:00::
d0036668.s001.h001 strain%2:33:00::
d0036669.s001.h001 bowl%2:33:00::
d0036670.s001.h001 block%2:33:00::
d0036671.s001.h001 cover%2:33:00::
d0036672.s001.h001 root_for%2:33:00::
d0036673.s001.h001 pull%2:33:13::
d0036676.s001.h001 side%2:33:00::
d0036677.s001.h001 play%2:33:03::
d0036678.s001.h001 play%2:33:03::
d0036679.s001.h001 cover%2:33:07::
d0036680.s001.h001 press%2:33:00::
d0036681.s001.h001 aim%2:33:10::
d0036682.s001.h001 direct%2:33:01::
d0036683.s001.h001 direct%2:33:01::
d0036684.s001.h001 aim%2:33:00::
d0036685.s001.h001 train%2:33:00::
d0036686.s001.h001 train%2:33:00::
d0036687.s001.h001 take%2:33:09::
d0036688.s001.h001 draw_a_bead_on%2:33:00::
d0036689.s001.h001 hold%2:33:00::
d0036690.s001.h001 turn%2:33:13::
d0036691.s001.h001 turn%2:33:13::
d0036692.s001.h001 swing%2:33:00::
d0036693.s001.h001 point%2:33:00::
d0036694.s001.h001 charge%2:33:01::
d0036695.s001.h001 point%2:33:02::
d0036696.s001.h001 level%2:33:02::
d0036697.s001.h001 strike_back%2:33:04::
d0036698.s001.h001 strike_back%2:33:04::
d0036699.s001.h001 retaliate%2:33:00::
d0036700.s001.h001 avenge%2:33:00::
d0036701.s001.h001 get_even%2:33:01::
d0036702.s001.h001 get%2:33:00::
d0036703.s001.h001 fix%2:33:00::
d0036704.s001.h001 get%2:33:00::
d0036705.s001.h001 retire%2:33:00::
d0036707.s001.h001 put_out%2:33:00::
d0036708.s001.h001 mothproof%2:33:00::
d0036709.s001.h001 outplay%2:33:00::
d0036710.s001.h001 catch%2:33:10::
d0036711.s001.h001 pump%2:33:00::
d0036712.s001.h001 rise%2:33:00::
d0036713.s001.h001 rise%2:33:00::
d0036714.s001.h001 bet%2:33:00::
d0036715.s001.h001 play%2:33:08::
d0036716.s001.h001 play%2:33:07::
d0036717.s001.h001 play%2:33:07::
d0036718.s001.h001 see%2:33:00::
d0036719.s001.h001 have%2:34:00::
d0036720.s001.h001 take%2:34:00::
d0036721.s001.h001 hit%2:34:00::
d0036722.s001.h001 consume%2:34:01::
d0036723.s001.h001 exhaust%2:34:00::
d0036724.s001.h001 run_through%2:34:00::
d0036725.s001.h001 drain%2:34:00::
d0036726.s001.h001 waste%2:34:00::
d0036727.s001.h001 expend%2:34:00::
d0036728.s001.h001 use%2:34:01::
d0036729.s001.h001 use%2:34:01::
d0036730.s001.h001 use%2:34:01::
d0036731.s001.h001 apply%2:34:00::
d0036732.s001.h001 apply%2:34:00::
d0036733.s001.h001 utilize%2:34:00::
d0036734.s001.h001 apply%2:34:00::
d0036735.s001.h001 use%2:34:01::
d0036736.s001.h001 use%2:34:01::
d0036737.s001.h001 pull_out_all_the_stops%2:34:00::
d0036738.s001.h001 put%2:34:00::
d0036739.s001.h001 put%2:34:00::
d0036740.s001.h001 put%2:34:00::
d0036741.s001.h001 repose%2:34:00::
d0036742.s001.h001 ply%2:34:01::
d0036743.s001.h001 waste%2:34:05::
d0036744.s001.h001 waste%2:34:05::
d0036745.s001.h001 misapply%2:34:00::
d0036746.s001.h001 misapply%2:34:00::
d0036747.s001.h001 avail%2:34:00::
d0036748.s001.h001 work_through%2:34:00::
d0036749.s001.h001 recycle%2:34:00::
d0036750.s001.h001 exploit%2:34:00::
d0036751.s001.h001 work%2:34:10::
d0036752.s001.h001 work%2:34:10::
d0036753.s001.h001 make_hay%2:34:00::
d0036754.s001.h001 play%2:34:13::
d0036755.s001.h001 harness%2:34:00::
d0036756.s001.h001 mine%2:34:00::
d0036757.s001.h001 quarry%2:34:00::
d0036758.s001.h001 exploit%2:34:01::
d0036759.s001.h001 overexploit%2:34:00::
d0036760.s001.h001 commercialize%2:34:00::
d0036761.s001.h001 milk%2:34:00::
d0036762.s001.h001 use%2:34:02::
d0036763.s001.h001 extend%2:34:00::
d0036764.s001.h001 strain%2:34:00::
d0036765.s001.h001 overextend%2:34:00::
d0036766.s001.h001 exert%2:34:00::
d0036767.s001.h001 tax%2:34:00::
d0036768.s001.h001 eat%2:34:01::
d0036769.s001.h001 eat%2:34:01::
d0036770.s001.h001 take_out%2:34:00::
d0036771.s001.h001 wash_down%2:34:00::
d0036772.s001.h001 wash_down%2:34:00::
d0036773.s001.h001 dine%2:34:02::
d0036774.s001.h001 dine%2:34:01::
d0036775.s001.h001 picnic%2:34:00::
d0036776.s001.h001 eat%2:34:00::
d0036777.s001.h001 eat%2:34:00::
d0036778.s001.h001 wolf_down%2:34:00::
d0036779.s001.h001 slurp%2:34:00::
d0036780.s001.h001 suck%2:34:04::
d0036781.s001.h001 suck%2:34:04::
d0036782.s001.h001 suck%2:34:04::
d0036783.s001.h001 drink%2:34:00::
d0036784.s001.h001 drink%2:34:00::
d0036785.s001.h001 sip%2:34:00::
d0036786.s001.h001 guzzle%2:34:00::
d0036787.s001.h001 lap_up%2:34:00::
d0036788.s001.h001 lick%2:34:00::
d0036789.s001.h001 drink%2:34:01::
d0036790.s001.h001 port%2:34:00::
d0036791.s001.h001 claret%2:34:00::
d0036792.s001.h001 pub-crawl%2:34:00::
d0036793.s001.h001 tipple%2:34:00::
d0036794.s001.h001 drink%2:34:02::
d0036795.s001.h001 break_bread%2:34:00::
d0036796.s001.h001 touch%2:34:00::
d0036797.s001.h001 pitch_in%2:34:00::
d0036798.s001.h001 tuck_in%2:34:00::
d0036799.s001.h001 snack%2:34:00::
d0036800.s001.h001 pick_at%2:34:00::
d0036801.s001.h001 bolt%2:34:00::
d0036803.s001.h001 piece%2:34:00::
d0036804.s001.h001 nibble%2:34:01::
d0036805.s001.h001 ruminate%2:34:00::
d0036806.s001.h001 browse%2:34:00::
d0036807.s001.h001 chomp%2:34:00::
d0036808.s001.h001 mumble%2:34:00::
d0036809.s001.h001 toast%2:34:00::
d0036810.s001.h001 drink%2:34:12::
d0036811.s001.h001 give%2:34:10::
d0036812.s001.h001 drink_up%2:34:00::
d0036813.s001.h001 treat%2:34:00::
d0036814.s001.h001 treat%2:34:00::
d0036815.s001.h001 wine%2:34:01::
d0036816.s001.h001 alcoholize%2:34:00::
d0036817.s001.h001 board%2:34:00::
d0036818.s001.h001 live_in%2:34:00::
d0036820.s001.h001 forage%2:34:00::
d0036821.s001.h001 raven%2:34:01::
d0036822.s001.h001 scavenge%2:34:00::
d0036823.s001.h001 regurgitate%2:34:00::
d0036824.s001.h001 feed%2:34:01::
d0036825.s001.h001 give%2:34:00::
d0036826.s001.h001 undernourish%2:34:00::
d0036827.s001.h001 eat%2:34:02::
d0036828.s001.h001 eat%2:34:02::
d0036829.s001.h001 feed%2:34:02::
d0036830.s001.h001 serve%2:34:00::
d0036831.s001.h001 dish_out%2:34:00::
d0036832.s001.h001 serve_up%2:34:00::
d0036833.s001.h001 plank%2:34:00::
d0036834.s001.h001 plank%2:34:00::
d0036835.s001.h001 feed%2:34:03::
d0036836.s001.h001 serve%2:34:01::
d0036836.s001.h002 help%2:34:00::
d0036837.s001.h001 power%2:34:00::
d0036838.s001.h001 drive%2:34:07::
d0036839.s001.h001 drive%2:34:07::
d0036840.s001.h001 drive%2:34:07::
d0036841.s001.h001 feed%2:34:04::
d0036842.s001.h001 feed%2:34:05::
d0036843.s001.h001 provide%2:34:00::
d0036844.s001.h001 underlay%2:34:00::
d0036845.s001.h001 answer%2:34:00::
d0036846.s001.h001 remount%2:34:00::
d0036847.s001.h001 shower%2:34:12::
d0036848.s001.h001 accommodate%2:34:00::
d0036849.s001.h001 sustain%2:34:00::
d0036850.s001.h001 sustain%2:34:00::
d0036851.s001.h001 keep%2:34:00::
d0036852.s001.h001 reseed%2:34:00::
d0036853.s001.h001 lunch%2:34:00::
d0036854.s001.h001 lunch%2:34:01::
d0036855.s001.h001 brunch%2:34:00::
d0036856.s001.h001 breakfast%2:34:00::
d0036857.s001.h001 suckle%2:34:00::
d0036858.s001.h001 nurse%2:34:00::
d0036859.s001.h001 wean%2:34:00::
d0036860.s001.h001 wean%2:34:00::
d0036861.s001.h001 suckle%2:34:01::
d0036862.s001.h001 starve%2:34:02::
d0036863.s001.h001 famish%2:34:02::
d0036864.s001.h001 starve%2:34:03::
d0036865.s001.h001 starve%2:34:04::
d0036866.s001.h001 starve%2:34:04::
d0036867.s001.h001 starve%2:34:00::
d0036868.s001.h001 be_full%2:34:00::
d0036869.s001.h001 want%2:34:00::
d0036870.s001.h001 cry%2:34:00::
d0036871.s001.h001 need%2:34:01::
d0036872.s001.h001 fast%2:34:00::
d0036873.s001.h001 fast%2:34:01::
d0036874.s001.h001 keep_off%2:34:00::
d0036875.s001.h001 avoid%2:34:00::
d0036876.s001.h001 diet%2:34:01::
d0036877.s001.h001 delight%2:34:00::
d0036878.s001.h001 have_a_ball%2:34:00::
d0036879.s001.h001 wallow%2:34:00::
d0036880.s001.h001 live_it_up%2:34:00::
d0036881.s001.h001 indulge%2:34:12::
d0036882.s001.h001 wallow%2:34:01::
d0036883.s001.h001 wallow%2:34:01::
d0036884.s001.h001 dunk%2:34:00::
d0036885.s001.h001 enjoy%2:34:01::
d0036886.s001.h001 afford%2:34:00::
d0036887.s001.h001 go%2:34:00::
d0036888.s001.h001 run_low%2:34:00::
d0036889.s001.h001 go%2:34:09::
d0036890.s001.h001 stuff%2:34:00::
d0036891.s001.h001 binge%2:34:00::
d0036892.s001.h001 help%2:34:04::
d0036893.s001.h001 sate%2:34:00::
d0036894.s001.h001 cloy%2:34:00::
